"Indice_Violencia_e_Confronto_Geral","Indice_Vulnerabilidade_e_Furtos","Perfil_Cidade","Categoria_Cidade","Furto_X14"
-0.0162653814780073,-0.348852068328689,"1","Estável",4
-0.141416212096991,-0.242853091885567,"1","Estável",0
0.0131234667605471,-0.359232820695019,"1","Estável",21
-0.017574021524599,-0.211582282263095,"1","Estável",103
-1.11087741320786,1.33083119949078,"3","Vulnerabilidade Moderada",21
0.00634282790022908,-0.341076290057203,"1","Estável",36
-0.0976574491004086,-0.419114506854554,"1","Estável",3
-0.0174036393702266,-0.226471650517278,"1","Estável",37
-0.0626392937609347,-0.328737334229035,"1","Estável",0
0.00984451652611071,-0.361402025628829,"1","Estável",3
0.222720634418216,-0.368143595152554,"1","Estável",177
-0.28574103181263,-0.268767836396864,"1","Estável",38
-0.0919229456136316,-0.244891432158921,"1","Estável",19
-0.0162751513094232,-0.348191642397229,"1","Estável",10
-0.141445521591239,-0.240871814091188,"1","Estável",10
-0.0714706445459928,-0.344448387054242,"1","Estável",4
-0.159845554821119,-0.236576858493645,"1","Estável",25
0.513893376961956,-0.483800429857137,"1","Estável",401
-0.103228584484209,-0.360711765985786,"1","Estável",37
0.419334107314595,-0.158669433547005,"1","Estável",65
0.0574640321291247,-0.359510118768754,"1","Estável",13
0.349106556293243,-0.329573809539346,"1","Estável",118
0.0355773265672497,-0.333585083438314,"1","Estável",20
-0.141435751759823,-0.241532240022648,"1","Estável",1
-1.14994180016179,1.31628166025444,"3","Vulnerabilidade Moderada",14
-1.0706150202065,1.32959490561504,"3","Vulnerabilidade Moderada",50
-0.0282185651445356,-0.23957866459663,"1","Estável",14
0.0841551779039379,-0.305251691697714,"1","Estável",36
-0.0533040423069929,-0.311656708592125,"1","Estável",35
-0.00639290006123994,-0.205729240380489,"1","Estável",176
-1.17233434544952,1.35309014382618,"3","Vulnerabilidade Moderada",6
-0.0187179674910287,-0.342996670530868,"1","Estável",18
-0.0162458418151756,-0.350172920191608,"1","Estável",0
-0.141416212096991,-0.242853091885567,"1","Estável",0
-0.141416212096991,-0.242853091885567,"1","Estável",0
-0.0864744017744894,-0.297902086907444,"1","Estável",11
-0.016324000466503,-0.344889512739931,"1","Estável",3
-0.149703776365227,-0.289904105526893,"1","Estável",25
-0.0847576959961547,-0.350379151472853,"1","Estável",5
-1.16280372604141,1.33740408569903,"3","Vulnerabilidade Moderada",2
0.0871262211379028,-0.133095020537807,"1","Estável",89
-0.122179176456236,-0.227640557745385,"1","Estável",55
-0.0748342324218202,-0.208934971374207,"1","Estável",70
-0.0247852653385655,-0.255281418648038,"1","Estável",40
0.0114414620696107,-0.321941807557389,"1","Estável",65
-0.0366642056655185,-0.324736184406875,"1","Estável",3
0.0205418228154211,-0.198646008273178,"1","Estável",64
-0.0162556116465915,-0.349512494260148,"1","Estável",3
-0.141416212096991,-0.242853091885567,"1","Estável",0
-0.0752178103258798,-0.237446532213305,"1","Estável",12
-0.103745538711807,-0.237578918556677,"1","Estável",23
-1.01986315638411,1.34691409639437,"3","Vulnerabilidade Moderada",158
-0.141435751759823,-0.241532240022648,"1","Estável",5
-1.13770385132449,1.33668276244686,"3","Vulnerabilidade Moderada",3
-1.07084752842937,1.35275027205194,"3","Vulnerabilidade Moderada",16
0.00431048795751093,-0.245849393070581,"1","Estável",100
-0.101372142927446,-0.22221919246408,"1","Estável",44
0.0709864868732798,-0.35156006865629,"1","Estável",17
-0.115489973158655,-0.235549812406109,"1","Estável",3
-0.103696689554727,-0.240881048213975,"1","Estável",5
-0.129686993618524,-0.22766530845772,"1","Estável",18
-0.115509512821487,-0.23422896054319,"1","Estável",4
-0.155623002388276,-0.234308162005718,"1","Estável",26
-0.0212013873515466,-0.312947075548907,"1","Estável",34
-0.141425981928407,-0.242192665954107,"1","Estável",0
0.0131332365919629,-0.359893246626478,"1","Estável",2
-1.12269023647462,1.33748328716156,"3","Vulnerabilidade Moderada",2
-0.0690848061932327,-0.0775988245352636,"1","Estável",80
0.00962177813466533,-0.338907085123393,"1","Estável",5
-0.00113092058678827,-0.439885245710001,"1","Estável",17
0.00236284085227387,-0.360397652406975,"1","Estável",66
0.054115777770191,-0.438339737076657,"1","Estável",42
-1.12264138731754,1.33418115750426,"3","Vulnerabilidade Moderada",3
-0.0162458418151756,-0.350172920191608,"1","Estável",2
-0.0162458418151756,-0.350172920191608,"1","Estável",0
-0.00447209787407993,-0.354183304136554,"1","Estável",5
0.0416835993863478,-0.354428293754962,"1","Estável",45
-0.170636617238144,-0.23510868672042,"1","Estável",6
0.0130355382778038,-0.353288987311883,"1","Estável",17
-0.12511263200714,-0.295838747543636,"1","Estável",48
-0.0976769887632405,-0.417793654991635,"1","Estável",21
-0.230025353413309,-0.235615405659739,"1","Estável",30
0.12386420400553,-0.365999033323756,"1","Estável",77
0.0719943384334893,-0.396963018975716,"1","Estável",76
-0.141425981928407,-0.242192665954107,"1","Estável",1
-0.0198363020601988,-0.25245213070226,"1","Estável",64
-0.10276255315914,-0.328156109760104,"1","Estável",5
-0.0305295386567585,-0.428844067412212,"1","Estável",11
-0.0340891441299664,-0.251758187249523,"1","Estável",138
0.0450157224723152,-0.339665180762954,"1","Estável",30
-0.0650072261437176,-0.274552846080141,"1","Estável",106
-1.06730676047782,1.32978283275447,"3","Vulnerabilidade Moderada",8
-0.0626295239295188,-0.329397760160495,"1","Estável",0
0.401874832976804,-0.375854008714269,"1","Estável",133
-1.12272931580029,1.3401249908874,"3","Vulnerabilidade Moderada",15
-0.0659485697785712,-0.330603507938232,"1","Estável",8
-0.00689537439285343,-0.350309184133112,"1","Estável",26
-0.0162556116465915,-0.349512494260148,"1","Estável",5
-0.0162556116465915,-0.349512494260148,"1","Estável",6
-0.0162556116465915,-0.349512494260148,"1","Estável",1
-0.115489973158655,-0.235549812406109,"1","Estável",11
-0.0162556116465915,-0.349512494260148,"1","Estável",0
0.543578758269534,-0.339315157031175,"1","Estável",173
-0.016304460803671,-0.34621036460285,"1","Estável",5
0.102157878778087,-0.354586860783778,"1","Estável",39
-0.0626197540981029,-0.330058186091954,"1","Estável",5
-0.00446232804266406,-0.354843730068014,"1","Estável",8
0.0324234164100994,-0.351644969562965,"1","Estável",62
-0.290159369106001,-0.259113763807363,"1","Estável",21
-0.246701884742966,-0.191745167350655,"1","Estável",75
0.0303961511869033,-0.404770912117672,"1","Estável",78
0.0894557737792941,-0.278315251944146,"1","Estável",61
