"Indice_Violencia_e_Confronto_Geral","Indice_Vulnerabilidade_e_Furtos","Perfil_Cidade","Categoria_Cidade","Furto_X14"
0.257722151530742,-0.378632564442337,"1","Estável",309
-0.957111229498186,1.29406612478196,"3","Vulnerabilidade Moderada",179
-0.151508303196978,-0.365524988587036,"1","Estável",65
-0.126067143997012,-0.282837053087257,"1","Estável",46
-0.0759520201354589,-0.369506012421367,"1","Estável",31
-0.0352190917570809,-0.396206584738829,"1","Estável",8
-0.376294713328134,-0.169082762431771,"1","Estável",77
-1.03401402067435,1.36659198501939,"3","Vulnerabilidade Moderada",143
-0.945020343020986,1.25983472610798,"3","Vulnerabilidade Moderada",88
0.463525229904831,-0.285753384203088,"1","Estável",297
0.375791785323135,-0.493089009503318,"1","Estável",212
0.759187611267958,-0.326083703846978,"1","Estável",153
-1.19146662482699,1.49863830531521,"3","Vulnerabilidade Moderada",71
-0.0722424569860654,-0.318708161668859,"1","Estável",21
-0.0268711495502572,-0.304444805613988,"1","Estável",27
-0.0578934074062334,-0.652821544931311,"1","Estável",11
2.16504644730003,-0.339151868608687,"1","Estável",816
0.521524969998969,-0.409783232319342,"1","Estável",325
-1.19331212905701,1.33679479744763,"3","Vulnerabilidade Moderada",139
0.581621971644016,-0.422727224886591,"1","Estável",278
-0.096192795529139,-0.491905759049427,"1","Estável",16
0.276288398514301,-0.404357764129702,"1","Estável",71
0.105575420202425,-0.354042668664571,"1","Estável",280
-0.0399696783995126,-0.4965454792503,"1","Estável",34
-0.0765054886937413,-0.289498374880829,"1","Estável",37
-1.09767809502116,1.25667126707679,"3","Vulnerabilidade Moderada",9
1.22382738694545,-0.472327774583235,"1","Estável",386
0.240303371540737,-0.346223905689453,"1","Estável",94
-0.115517869553935,-0.33677557544197,"1","Estável",240
0.445936874071636,-0.226075637522418,"1","Estável",190
-0.0611746401896651,-0.401528586423908,"1","Estável",4
-0.140029717177049,-0.310360936628763,"1","Estável",24
-0.126748220422545,-0.298862890004853,"1","Estável",84
-0.0177104953864451,-0.277381667996735,"1","Estável",6
-0.0177104953864451,-0.277381667996735,"1","Estável",2
-0.017720265217861,-0.276721242065275,"1","Estável",0
-0.0177104953864451,-0.277381667996735,"1","Estável",1
-0.0177104953864451,-0.277381667996735,"1","Estável",1
-0.0177104953864451,-0.277381667996735,"1","Estável",1
-0.0177104953864451,-0.277381667996735,"1","Estável",1
-0.951341677995342,1.30250852182133,"3","Vulnerabilidade Moderada",107
-0.141435751759823,-0.241532240022648,"1","Estável",15
0.0508136798085632,-0.355279499229048,"1","Estável",19
-0.144152123221074,-0.217845342075418,"1","Estável",77
-0.123650529618484,-0.29118636315641,"1","Estável",5
-0.0162556116465915,-0.349512494260148,"1","Estável",5
-0.0162458418151756,-0.350172920191608,"1","Estável",0
-0.141455291422655,-0.240211388159728,"1","Estável",10
-0.00572194014426814,-0.48878017102457,"1","Estável",31
-0.0366739754969346,-0.324075758475416,"1","Estável",7
0.012069326493101,-0.163447444898716,"1","Estável",92
-0.0162751513094232,-0.348191642397229,"1","Estável",1
-1.08822035467255,1.33530484810496,"3","Vulnerabilidade Moderada",22
0.00450815634554727,-0.339787746649612,"1","Estável",11
-0.0571774455532215,-0.304923455255818,"1","Estável",36
-0.0313864644734508,-0.342387907797335,"1","Estável",21
-1.03308892656144,1.35208061199769,"3","Vulnerabilidade Moderada",24
0.0743948008794536,-0.349385507197825,"1","Estável",16
0.0557116331858029,-0.44377350547533,"1","Estável",45
-0.0626295239295188,-0.329397760160495,"1","Estável",3
-0.0626197540981029,-0.330058186091954,"1","Estável",2
0.0745675676713063,-0.336125816683513,"1","Estável",42
-0.0647188672300585,-0.299304800754405,"1","Estável",11
0.165364838561587,-0.30763550094438,"1","Estável",12
-0.0386039377926982,-0.338371120038261,"1","Estável",110
-0.0800566454667446,-0.326984590803214,"1","Estável",4
0.0356261757243293,-0.336887213095612,"1","Estável",19
0.0691492608002617,-0.244504041133722,"1","Estável",128
-0.0177691143749406,-0.273419112407977,"1","Estável",8
-0.0304917114321243,-0.338986286585921,"1","Estável",17
-0.981433389726898,1.30058257694101,"3","Vulnerabilidade Moderada",88
-1.11098055765899,1.35399192245233,"3","Vulnerabilidade Moderada",36
-0.019584637834723,-0.246413322882191,"1","Estável",75
-0.0460226552950145,-0.255708008326773,"1","Estável",58
-0.00449163753691168,-0.352862452273635,"1","Estável",3
0.0417856213949584,-0.345136515354062,"1","Estável",26
0.0259325374058342,-0.211669794898553,"1","Estável",74
0.0700808415580244,-0.321848762573795,"1","Estável",17
0.122921447095732,-0.326340879433556,"1","Estável",22
-1.07063023617488,1.34681179519345,"3","Vulnerabilidade Moderada",33
0.0131136969291311,-0.358572394763559,"1","Estável",5
-0.164688081720848,-0.292685908035973,"1","Estável",4
-0.0162653814780073,-0.348852068328689,"1","Estável",0
-0.0951236820240679,-0.343444156087833,"1","Estável",74
-1.09914274859243,1.32946251927167,"3","Vulnerabilidade Moderada",10
0.00965108762891317,-0.340888362917772,"1","Estável",37
-0.0162458418151756,-0.350172920191608,"1","Estável",0
0.0756876502804523,-0.219286614268317,"1","Estável",87
0.155381848869418,-0.139478152398374,"1","Estável",237
-0.07677019716061,-0.244745976851024,"1","Estável",31
-0.0626490635923506,-0.328076908297576,"1","Estável",5
-0.141416212096991,-0.242853091885567,"1","Estável",4
0.0615914939883296,-0.332225637341993,"1","Estável",13
1.24336374341382,-0.17874530291572,"1","Estável",167
-1.05553301653672,1.32577244880952,"3","Vulnerabilidade Moderada",17
-0.0162556116465915,-0.349512494260148,"1","Estável",5
-0.00387833398685361,-0.415800991690266,"1","Estável",6
-0.0626295239295188,-0.329397760160495,"1","Estável",4
-0.0162653814780073,-0.348852068328689,"1","Estável",1
-0.0976476792689927,-0.419774932786014,"1","Estável",6
-0.0517168998410506,-0.322895005395739,"1","Estável",1
-0.261844609280103,-0.237146862890015,"1","Estável",17
0.00968039712316101,-0.34286964071215,"1","Estável",6
-0.0162458418151756,-0.350172920191608,"1","Estável",0
0.129894285904421,-0.374253692106861,"1","Estável",53
-1.13769408149307,1.3360223365154,"3","Vulnerabilidade Moderada",2
0.0190753900081112,-0.362204072026447,"1","Estável",20
-0.141425981928407,-0.242192665954107,"1","Estável",0
-0.0162653814780073,-0.348852068328689,"1","Estável",3
0.00967062729174514,-0.342209214780691,"1","Estável",3
-1.12269023647462,1.33748328716156,"3","Vulnerabilidade Moderada",1
0.200071324182951,-0.33109983037519,"1","Estável",75
-0.130662088848719,-0.134677460126173,"1","Estável",34
-0.273706323051591,-0.248619620194243,"1","Estável",99
0.122215357072696,-0.132927666920769,"1","Estável",148
0.0591248144494408,-0.341605851328207,"1","Estável",31
-0.0329052181194818,-0.335772592513938,"1","Estável",17
-0.0162849211408393,-0.34753121646577,"1","Estável",2
0.171381215166821,-0.329840021959757,"1","Estável",87
-0.118624343652973,-0.254930550393679,"1","Estável",22
0.00965108762891317,-0.340888362917772,"1","Estável",15
-0.0623829158093404,-0.270133741781902,"1","Estável",76
-0.0162849211408393,-0.34753121646577,"1","Estável",11
0.0474487688225046,-0.344199726697856,"1","Estável",8
-0.103765078374639,-0.236258066693758,"1","Estável",27
-0.0743273809790047,-0.249940948717386,"1","Estável",24
-0.103716229217559,-0.239560196351056,"1","Estável",10
-1.09910366926677,1.32682081554583,"3","Vulnerabilidade Moderada",28
-0.0766865923723181,-0.266585847949655,"1","Estável",29
0.0356164058929135,-0.336226787164153,"1","Estável",6
-0.0162556116465915,-0.349512494260148,"1","Estável",1
-0.0445855874408695,-0.354262505599082,"1","Estável",3
-0.056388640876213,-0.348270843859757,"1","Estável",9
-0.00452094703115952,-0.350881174479257,"1","Estável",13
-0.141416212096991,-0.242853091885567,"1","Estável",3
0.608500207141706,-0.461544440915943,"1","Estável",290
-0.0162458418151756,-0.350172920191608,"1","Estável",0
-0.0635248763534387,-0.313633713255045,"1","Estável",39
0.0424732356734376,-0.36697186933551,"1","Estável",12
0.0257128823236228,-0.340626908354109,"1","Estável",100
-0.0162751513094232,-0.348191642397229,"1","Estável",2
-0.0777606807849748,-0.234238194665977,"1","Estável",9
0.25259562740822,-0.356534986382197,"1","Estável",69
-0.0513755792262441,-0.314601634343178,"1","Estável",121
0.073146405833122,-0.377809881401593,"1","Estável",120
-0.13409538865469,-0.118974706074764,"1","Estável",11
-0.112162778347547,-0.473427373997386,"1","Estável",35
-0.141494370748319,-0.23756968443389,"1","Estável",16
1.30872665720798,-0.423374474534117,"1","Estável",551
-1.02104359507182,1.32227315789001,"3","Vulnerabilidade Moderada",61
-0.0104641997376172,-0.417859951593398,"1","Estável",75
-0.078878355604437,-0.424670442189239,"1","Estável",28
-1.05900539566836,1.34411690658677,"3","Vulnerabilidade Moderada",8
-0.115519282652902,-0.233568534611731,"1","Estável",8
-1.12269023647462,1.33748328716156,"3","Vulnerabilidade Moderada",8
0.185001111875952,-0.370115638824146,"1","Estável",52
-0.0462464042444343,-0.267289050991532,"1","Estável",88
0.0235648116518703,-0.310062349718968,"1","Estável",53
-0.0659974189356508,-0.327301378280934,"1","Estável",15
-0.097628139606161,-0.421095784648933,"1","Estável",0
0.0992914768677616,-0.328932741807482,"1","Estável",63
0.232021023734633,-0.374220348761192,"1","Estável",189
0.0131234667605471,-0.359232820695019,"1","Estável",4
-0.0422935127664381,-0.425494109398725,"1","Estável",8
-0.0162653814780073,-0.348852068328689,"1","Estável",0
-0.908081229704863,1.26014721964663,"3","Vulnerabilidade Moderada",26
0.00719417792144047,-0.350929002835446,"1","Estável",31
-0.134089698037155,-0.214384210760004,"1","Estável",31
-0.0787194989517614,-0.217120796641679,"1","Estável",29
-1.12590079788915,1.33069110070753,"3","Vulnerabilidade Moderada",2
-0.980191669766356,1.3363207954673,"3","Vulnerabilidade Moderada",52
-0.0455248659448245,-0.338465959437704,"1","Estável",7
0.0291865018404742,-0.19162327445487,"1","Estável",82
0.0390008565418039,-0.348627411558263,"1","Estável",31
0.0813661512766234,-0.253721519676032,"1","Estável",74
-0.0162556116465915,-0.349512494260148,"1","Estável",2
0.0563704040536361,-0.325841613622156,"1","Estável",13
-1.11087741320786,1.33083119949078,"3","Vulnerabilidade Moderada",5
0.117663651153095,-0.302591592900698,"1","Estável",158
0.0484099475246136,-0.320925455416878,"1","Estável",147
-0.0423808299731924,-0.250231902089574,"1","Estável",29
-0.0162458418151756,-0.350172920191608,"1","Estável",2
-0.0162751513094232,-0.348191642397229,"1","Estável",13
-1.12270000630604,1.33814371309302,"3","Vulnerabilidade Moderada",11
-1.08497071393236,1.33945533083315,"3","Vulnerabilidade Moderada",12
-0.04231305242927,-0.424173257535806,"1","Estável",13
-1.12265115714896,1.33484158343572,"3","Vulnerabilidade Moderada",2
0.0615328749998339,-0.328263081753236,"1","Estável",6
0.0131527762547948,-0.361214098489397,"1","Estável",1
-0.0976672189318247,-0.418454080923095,"1","Estável",7
0.402416457742042,-0.354788454786018,"1","Estável",156
-0.0356932617039858,-0.333923114729003,"1","Estável",21
-0.115529052484318,-0.232908108680271,"1","Estável",28
-0.111926959396442,-0.323915452598378,"1","Estável",92
0.175844007307808,-0.178698652174563,"1","Estável",112
0.0661839725438765,-0.364241519046654,"1","Estável",50
-0.017055723301251,-0.283012076699061,"1","Estável",87
-0.126117209157372,-0.300566577142624,"1","Estável",48
-0.0162556116465915,-0.349512494260148,"1","Estável",1
0.0828137873261238,-0.373491570662923,"1","Estável",10
0.255126139402553,-0.413501128956154,"1","Estável",58
-0.0162458418151756,-0.350172920191608,"1","Estável",0
-0.315071995272993,-0.228611388705078,"1","Estável",82
-0.0328313831626059,-0.35695203768111,"1","Estável",19
-0.115489973158655,-0.235549812406109,"1","Estável",0
0.0694881045001621,-0.315461792212421,"1","Estável",42
0.0727957322932589,-0.364598911836065,"1","Estável",76
-0.0162946909722552,-0.34687079053431,"1","Estável",8
-0.141445521591239,-0.240871814091188,"1","Estável",31
-0.0487464652569085,-0.356096598520646,"1","Estável",55
-0.866761514591039,1.31643985631935,"3","Vulnerabilidade Moderada",83
-0.0626783730865984,-0.326095630503197,"1","Estável",4
-0.152169618506808,-0.401743702401997,"1","Estável",107
0.14685304216583,-0.292413732681411,"1","Estável",80
-0.140286594869473,-0.254015943477419,"1","Estável",29
0.0630268380653514,-0.403035611742487,"1","Estável",11
-0.141416212096991,-0.242853091885567,"1","Estável",0
-0.0459499915153667,-0.365519149300904,"1","Estável",20
-0.0508460101570073,-0.334068570036901,"1","Estável",7
-1.00901429159304,1.32128388872294,"3","Vulnerabilidade Moderada",81
-0.000938743790620257,-0.367899423868929,"1","Estável",27
-0.0564179503704607,-0.346289566065379,"1","Estável",7
0.120210857549416,-0.452215294746789,"1","Estável",88
0.212841852388207,-0.342677812858202,"1","Estável",129
-0.566431107922408,1.40789735764317,"3","Vulnerabilidade Moderada",252
-0.0623777755004304,-0.234038223756957,"1","Estável",62
0.0934955881642336,-0.311490656214269,"1","Estável",64
0.0583711627423888,-0.338357397864561,"1","Estável",23
-0.132173212820244,-0.235724670581016,"1","Estável",41
-0.144695162331427,-0.245022296819377,"1","Estável",8
-0.1496256177139,-0.295187512978569,"1","Estável",10
-0.0508557799884232,-0.333408144105441,"1","Estável",14
-0.0313571549792029,-0.344369185591714,"1","Estável",11
0.207835895325765,-0.268909991930697,"1","Estável",73
-0.156962420662977,-0.263442121217414,"1","Estável",15
0.70696411126524,-0.291476112725092,"1","Estável",156
-0.0162556116465915,-0.349512494260148,"1","Estável",1
0.0933133410237854,-0.20611792831171,"1","Estável",47
-0.141416212096991,-0.242853091885567,"1","Estável",2
-0.149615847882484,-0.295847938910029,"1","Estável",6
-0.141425981928407,-0.242192665954107,"1","Estável",0
0.0354264840757092,-0.32001656704705,"1","Estável",16
0.0131527762547948,-0.361214098489397,"1","Estável",2
0.679594671324196,-0.0835994615670102,"1","Estável",230
-0.0729741822236432,-0.355049961349259,"1","Estável",19
-0.0162751513094232,-0.348191642397229,"1","Estável",2
-0.0270389763174249,-0.286496147208229,"1","Estável",41
0.0637014413485792,-0.322720819067548,"1","Estável",57
-0.0508948593140869,-0.330766440379603,"1","Estável",10
-0.529528869611842,-0.109870340407479,"1","Estável",191
-0.0269900228062427,-0.359312022157547,"1","Estável",3
0.102583704013607,-0.331727405399086,"1","Estável",62
0.00970970661740886,-0.344850918506529,"1","Estável",6
-0.040100489491562,-0.318016821007098,"1","Estável",14
0.117560566826992,-0.339252448459782,"1","Estável",110
-1.03545790778617,1.33609613869688,"3","Vulnerabilidade Moderada",34
-0.149615847882484,-0.295847938910029,"1","Estável",6
-1.12264138731754,1.33418115750426,"3","Vulnerabilidade Moderada",0
-0.14798388239728,-0.246531075821728,"1","Estável",47
-0.103696689554727,-0.240881048213975,"1","Estável",1
-0.0483620627150046,-0.245279372963767,"1","Estável",44
-0.141445521591239,-0.240871814091188,"1","Estável",1
-1.11417590310513,1.32998284641988,"3","Vulnerabilidade Moderada",21
-0.168880440315594,-0.330255183250413,"1","Estável",21
-0.0564179503704607,-0.346289566065379,"1","Estável",7
-0.0541943655003075,-0.333293040020259,"1","Estável",12
-0.0446344365979491,-0.350960375941785,"1","Estável",14
-0.0446051271037015,-0.352941653736163,"1","Estável",1
-0.0377796451635567,-0.20901699244752,"1","Estável",24
-1.16278418637858,1.33608323383611,"3","Vulnerabilidade Moderada",2
-0.0305386972121854,-0.258865267554738,"1","Estável",17
-0.0446691922291614,-0.332422634500451,"1","Estável",10
-0.0460697806749711,-0.28015040154129,"1","Estável",6
-0.192133074305215,-0.293373872232034,"1","Estável",6
-0.119017464198791,-0.21754624163406,"1","Estável",42
-1.12267069681179,1.33616243529864,"3","Vulnerabilidade Moderada",0
-0.0345511791145746,-0.279327615835117,"1","Estável",100
0.0653124471718049,-0.319383930018587,"1","Estável",47
-1.12265115714896,1.33484158343572,"3","Vulnerabilidade Moderada",3
0.103524615253528,-0.36624591459052,"1","Estável",180
-0.0129451003086796,-0.271219928195068,"1","Estável",96
-1.12268046664321,1.3368228612301,"3","Vulnerabilidade Moderada",3
-0.177984903002426,-0.297956246523125,"1","Estável",16
-0.0965412097686663,-0.345708341596447,"1","Estável",3
-0.0162653814780073,-0.348852068328689,"1","Estável",0
-0.0659380876867995,-0.241550708268221,"1","Estável",36
-0.903330724061348,1.380011472286,"3","Vulnerabilidade Moderada",31
-0.11184747618314,-0.297178024895735,"1","Estável",10
0.17713136385388,-0.388429095539966,"1","Estável",106
0.070244960960974,-0.340381147490473,"1","Estável",34
-0.0162946909722552,-0.34687079053431,"1","Estável",24
-0.155701161039604,-0.229024754554042,"1","Estável",13
-0.220095911458608,-0.220448627391335,"1","Estável",113
-0.10841417637717,-0.312880778947144,"1","Estável",11
-0.969903333613203,1.34607736022036,"3","Vulnerabilidade Moderada",26
-1.07402878034964,1.34397680780353,"3","Vulnerabilidade Moderada",13
-0.106094980273704,-0.254884243720406,"1","Estável",8
0.912873829785718,-0.000231617092761663,"1","Estável",421
-0.0389611108566083,-0.185925438841495,"1","Estável",64
-0.0163142306350869,-0.345549938671391,"1","Estável",12
0.205455724270473,-0.331534865202306,"1","Estável",110
-1.07808145123781,1.33294055439335,"3","Vulnerabilidade Moderada",44
-0.0162556116465915,-0.349512494260148,"1","Estável",1
0.314315717784936,-0.350886634493686,"1","Estável",121
0.233206116047008,-0.398577964750014,"1","Estável",114
-0.253348184866442,-0.212334899719345,"1","Estável",5
-0.0518243679866257,-0.315630320149684,"1","Estável",10
-0.150058828143355,-0.289237483663307,"1","Estável",54
-0.0792541446026128,-0.333535173924158,"1","Estável",16
-0.149606078051068,-0.296508364841489,"1","Estável",4
0.0071844080900246,-0.350268576903986,"1","Estável",41
-0.109858074282328,-0.220378724902525,"1","Estável",23
0.531551782079941,-0.349293159365343,"1","Estável",83
-0.00446232804266406,-0.354843730068014,"1","Estável",3
-0.141425981928407,-0.242192665954107,"1","Estável",2
0.0214932203899204,-0.349521728382935,"1","Estável",9
-0.0162653814780073,-0.348852068328689,"1","Estável",3
-0.0367118195023228,-0.245007662393693,"1","Estável",56
0.0472393073424684,-0.326668654717835,"1","Estável",17
0.455825255666549,-0.326868199123213,"1","Estável",240
0.219849372053119,-0.362879821796411,"1","Estável",100
-0.141425981928407,-0.242192665954107,"1","Estável",1
0.0949621972238493,-0.214665362313018,"1","Estável",59
-0.183870832860894,-0.204759135113273,"1","Estável",12
0.00975114190640289,-0.338901728598738,"1","Estável",14
0.100758614718275,-0.277792017752246,"1","Estável",155
-0.156488445935355,-0.239691061011511,"1","Estável",18
-0.141494370748319,-0.23756968443389,"1","Estável",12
0.0247897425560674,-0.35597851939391,"1","Estável",18
0.0201635719466353,-0.37931611352609,"1","Estável",35
-0.141445521591239,-0.240871814091188,"1","Estável",3
-0.211908861100911,-0.122346803071803,"1","Estável",3
-0.00445255821124796,-0.355504155999474,"1","Estável",1
-0.0269997926376586,-0.358651596226087,"1","Estável",8
-0.0162556116465915,-0.349512494260148,"1","Estável",3
0.047399919665425,-0.340897597040559,"1","Estável",30
-0.197750919966706,-0.127589603294354,"1","Estável",0
0.054406391662814,-0.374895649792747,"1","Estável",31
-1.19117822729832,1.35185224173289,"3","Vulnerabilidade Moderada",28
-0.016304460803671,-0.34621036460285,"1","Estável",3
0.235861879331644,-0.243035051025714,"1","Estável",88
-0.230230735679464,-0.123335254925936,"1","Estável",5
0.0270284372410403,-0.32606813499499,"1","Estável",44
-0.0162458418151756,-0.350172920191608,"1","Estável",5
0.0214834505585043,-0.348861302451476,"1","Estável",7
-0.189955689644169,-0.220531771302926,"1","Estável",63
0.0130941572662992,-0.35725154290064,"1","Estável",7
